event_time_s,label
2.760000,up
6.560000,up
10.400000,up
13.920000,up
17.640000,up
21.420000,up
24.980000,up
28.320000,up
31.920000,up
35.660000,up
39.220000,up
42.560000,up
46.040000,up
49.740000,up
53.300000,up
56.800000,up
60.240000,up
63.840000,up
67.500000,up
71.140000,up
74.840000,up
78.940000,up
82.820000,up
86.440000,up
90.240000,up
93.900000,up
97.620000,up
101.220000,up
104.500000,up
108.060000,up
111.660000,up
115.400000,up
119.060000,up
122.960000,up
127.020000,up
130.760000,up
134.160000,up
138.280000,up
142.100000,up
145.840000,up
149.420000,up
153.380000,up
157.240000,up
160.840000,up
164.480000,up
167.760000,up
171.620000,up
175.300000,up
178.920000,up
182.500000,up
186.620000,up
190.060000,up
193.660000,up
197.160000,up
200.920000,up
204.660000,up
208.540000,up
212.520000,up
216.480000,up
220.160000,up
224.240000,up
227.900000,up
231.660000,up
235.220000,up
238.580000,up
242.280000,up
246.160000,up
250.200000,up
254.200000,up
258.020000,up
261.680000,up
265.060000,up
268.420000,up
271.780000,up
275.340000,up
279.100000,up
283.040000,up
286.760000,up
290.500000,up
294.340000,up
298.160000,up
301.980000,up
305.800000,up
309.460000,up
313.180000,up
316.940000,up
320.740000,up
324.240000,up
327.700000,up
331.420000,up
334.720000,up
338.980000,up
342.840000,up
346.640000,up
350.380000,up
353.700000,up
357.400000,up
361.140000,up
364.580000,up
368.360000,up
371.560000,up
375.140000,up
378.760000,up
382.360000,up
385.820000,up
389.220000,up
