event_time_s,label
3.200000,up
7.600000,up
12.420000,up
17.300000,up
21.940000,up
26.760000,up
31.680000,up
36.800000,up
41.500000,up
46.400000,up
51.820000,up
56.960000,up
62.460000,up
67.740000,up
73.000000,up
77.280000,up
82.560000,up
87.800000,up
92.900000,up
97.040000,up
101.020000,up
105.540000,up
109.740000,up
114.600000,up
119.620000,up
124.860000,up
129.680000,up
134.480000,up
139.380000,up
144.220000,up
149.520000,up
154.600000,up
159.400000,up
165.360000,up
170.580000,up
175.300000,up
180.900000,up
185.920000,up
190.440000,up
195.840000,up
200.420000,up
205.020000,up
210.020000,up
214.680000,up
220.360000,up
225.400000,up
229.620000,up
234.540000,up
239.400000,up
243.980000,up
248.840000,up
253.500000,up
258.340000,up
263.040000,up
268.020000,up
272.460000,up
277.460000,up
283.020000,up
287.740000,up
292.420000,up
295.900000,up
299.780000,up
304.220000,up
308.400000,up
312.640000,up
316.440000,up
320.300000,up
324.740000,up
328.360000,up
331.380000,up
334.460000,up
337.460000,up
340.620000,up
343.180000,up
346.140000,up
348.740000,up
351.760000,up
354.700000,up
357.840000,up
