event_time_s,label
2.460000,pinch
4.560000,pinch
6.840000,pinch
8.800000,pinch
10.940000,pinch
12.820000,pinch
14.860000,pinch
17.140000,pinch
19.580000,pinch
21.780000,pinch
24.460000,pinch
26.400000,pinch
28.120000,pinch
30.200000,pinch
32.420000,pinch
34.400000,pinch
36.460000,pinch
38.800000,pinch
41.180000,pinch
43.360000,pinch
45.460000,pinch
47.780000,pinch
50.340000,pinch
52.480000,pinch
54.640000,pinch
56.820000,pinch
58.880000,pinch
61.500000,pinch
63.640000,pinch
66.060000,pinch
