event_time_s,label
2.120000,pinch
4.180000,pinch
6.580000,pinch
8.700000,pinch
11.020000,pinch
13.360000,pinch
15.880000,pinch
18.160000,pinch
20.640000,pinch
22.740000,pinch
25.400000,pinch
27.660000,pinch
30.620000,pinch
32.980000,pinch
35.660000,pinch
38.380000,pinch
40.680000,pinch
43.080000,pinch
45.500000,pinch
47.980000,pinch
50.460000,pinch
53.120000,pinch
56.260000,pinch
58.960000,pinch
61.660000,pinch
64.380000,pinch
67.160000,pinch
69.220000,pinch
71.580000,pinch
74.140000,pinch
