event_time_s,label
2.320000,pinch
3.980000,pinch
5.780000,pinch
7.600000,pinch
9.480000,pinch
11.600000,pinch
13.340000,pinch
15.400000,pinch
17.380000,pinch
19.020000,pinch
20.700000,pinch
22.580000,pinch
24.420000,pinch
26.320000,pinch
28.260000,pinch
30.300000,pinch
32.420000,pinch
34.520000,pinch
36.600000,pinch
38.400000,pinch
40.540000,pinch
42.500000,pinch
44.500000,pinch
46.520000,pinch
48.320000,pinch
50.180000,pinch
51.920000,pinch
53.940000,pinch
55.880000,pinch
58.180000,pinch
