event_time_s,label
3.540000,pinch
5.580000,pinch
8.080000,pinch
10.620000,pinch
13.060000,pinch
14.960000,pinch
17.080000,pinch
18.900000,pinch
20.900000,pinch
22.960000,pinch
24.700000,pinch
26.820000,pinch
28.820000,pinch
30.500000,pinch
32.640000,pinch
34.500000,pinch
36.340000,pinch
38.380000,pinch
40.260000,pinch
42.240000,pinch
44.160000,pinch
46.060000,pinch
47.840000,pinch
49.860000,pinch
51.800000,pinch
54.480000,pinch
56.220000,pinch
58.200000,pinch
60.180000,pinch
62.140000,pinch
