event_time_s,label
1.840000,pinch
3.380000,pinch
5.360000,pinch
7.240000,pinch
9.160000,pinch
10.820000,pinch
12.520000,pinch
14.440000,pinch
16.500000,pinch
18.660000,pinch
20.740000,pinch
22.800000,pinch
24.740000,pinch
26.640000,pinch
28.980000,pinch
31.240000,pinch
33.600000,pinch
35.600000,pinch
37.920000,pinch
40.160000,pinch
42.400000,pinch
44.420000,pinch
46.760000,pinch
49.220000,pinch
51.400000,pinch
53.520000,pinch
55.660000,pinch
57.960000,pinch
60.120000,pinch
62.140000,pinch
