event_time_s,label
4.500000,pinch
6.540000,pinch
8.580000,pinch
10.480000,pinch
12.440000,pinch
14.080000,pinch
16.220000,pinch
18.120000,pinch
20.100000,pinch
21.920000,pinch
23.820000,pinch
25.720000,pinch
27.660000,pinch
29.440000,pinch
31.480000,pinch
33.380000,pinch
35.260000,pinch
37.060000,pinch
39.140000,pinch
41.240000,pinch
43.020000,pinch
44.920000,pinch
46.880000,pinch
48.780000,pinch
50.640000,pinch
52.780000,pinch
54.560000,pinch
56.440000,pinch
58.380000,pinch
60.440000,pinch
