event_time_s,label
2.460000,pinch
5.180000,pinch
8.600000,pinch
11.760000,pinch
15.060000,pinch
18.040000,pinch
20.880000,pinch
23.920000,pinch
27.260000,pinch
30.480000,pinch
33.640000,pinch
36.440000,pinch
39.660000,pinch
42.560000,pinch
45.580000,pinch
48.620000,pinch
51.520000,pinch
54.780000,pinch
57.880000,pinch
60.980000,pinch
63.960000,pinch
67.200000,pinch
70.240000,pinch
73.260000,pinch
75.780000,pinch
78.400000,pinch
81.100000,pinch
83.620000,pinch
86.520000,pinch
89.240000,pinch
