event_time_s,label
2.320000,pinch
4.180000,pinch
6.060000,pinch
8.160000,pinch
9.900000,pinch
15.980000,pinch
17.860000,pinch
19.900000,pinch
21.720000,pinch
23.700000,pinch
25.760000,pinch
27.560000,pinch
29.640000,pinch
31.600000,pinch
33.600000,pinch
35.520000,pinch
37.600000,pinch
43.360000,pinch
45.140000,pinch
46.900000,pinch
48.520000,pinch
50.500000,pinch
52.200000,pinch
53.880000,pinch
55.660000,pinch
57.600000,pinch
59.560000,pinch
61.180000,pinch
63.060000,pinch
66.540000,pinch
68.360000,pinch
70.080000,pinch
72.040000,pinch
