event_time_s,label
2.100000,pinch
4.480000,pinch
6.620000,pinch
8.840000,pinch
10.760000,pinch
12.980000,pinch
15.100000,pinch
17.200000,pinch
19.780000,pinch
21.580000,pinch
23.700000,pinch
25.380000,pinch
27.240000,pinch
29.060000,pinch
31.280000,pinch
33.260000,pinch
35.140000,pinch
36.980000,pinch
38.740000,pinch
40.760000,pinch
42.740000,pinch
44.760000,pinch
46.760000,pinch
48.880000,pinch
51.000000,pinch
53.120000,pinch
55.240000,pinch
57.380000,pinch
59.680000,pinch
61.880000,pinch
