event_time_s,label
1.720000,pinch
3.620000,pinch
5.740000,pinch
8.040000,pinch
10.120000,pinch
12.280000,pinch
14.560000,pinch
17.200000,pinch
19.520000,pinch
21.740000,pinch
24.200000,pinch
26.800000,pinch
29.240000,pinch
31.980000,pinch
34.480000,pinch
37.260000,pinch
39.760000,pinch
42.800000,pinch
45.400000,pinch
48.000000,pinch
50.980000,pinch
53.900000,pinch
56.660000,pinch
59.500000,pinch
62.340000,pinch
64.940000,pinch
67.580000,pinch
70.300000,pinch
72.560000,pinch
75.160000,pinch
77.280000,pinch
79.600000,pinch
81.860000,pinch
84.020000,pinch
