event_time_s,label
1.780000,pinch
4.240000,pinch
6.640000,pinch
8.860000,pinch
11.260000,pinch
13.360000,pinch
15.440000,pinch
17.500000,pinch
19.680000,pinch
21.840000,pinch
24.020000,pinch
26.160000,pinch
28.180000,pinch
30.480000,pinch
32.600000,pinch
34.800000,pinch
37.060000,pinch
39.160000,pinch
41.760000,pinch
44.180000,pinch
46.760000,pinch
49.160000,pinch
51.700000,pinch
54.180000,pinch
56.180000,pinch
59.060000,pinch
62.600000,pinch
65.220000,pinch
67.700000,pinch
70.380000,pinch
