event_time_s,label
1.180000,pinch
4.660000,pinch
7.760000,pinch
10.860000,pinch
13.940000,pinch
16.600000,pinch
19.200000,pinch
21.700000,pinch
23.900000,pinch
26.020000,pinch
28.300000,pinch
30.380000,pinch
32.640000,pinch
34.540000,pinch
36.520000,pinch
38.400000,pinch
40.120000,pinch
41.700000,pinch
43.280000,pinch
45.220000,pinch
47.220000,pinch
49.140000,pinch
51.240000,pinch
55.640000,pinch
57.680000,pinch
59.700000,pinch
61.640000,pinch
63.800000,pinch
65.740000,pinch
67.960000,pinch
70.020000,pinch
72.000000,pinch
73.900000,pinch
76.000000,pinch
78.200000,pinch
80.340000,pinch
82.580000,pinch
84.760000,pinch
86.980000,pinch
89.000000,pinch
91.000000,pinch
93.040000,pinch
95.380000,pinch
97.320000,pinch
99.400000,pinch
101.300000,pinch
103.200000,pinch
105.400000,pinch
107.400000,pinch
109.300000,pinch
111.060000,pinch
113.060000,pinch
116.880000,pinch
118.860000,pinch
120.700000,pinch
122.460000,pinch
124.600000,pinch
126.400000,pinch
128.260000,pinch
130.080000,pinch
132.020000,pinch
133.840000,pinch
135.520000,pinch
139.440000,pinch
141.140000,pinch
143.300000,pinch
145.440000,pinch
147.260000,pinch
149.000000,pinch
151.120000,pinch
152.980000,pinch
155.040000,pinch
156.780000,pinch
158.800000,pinch
160.460000,pinch
163.820000,pinch
165.540000,pinch
167.320000,pinch
169.000000,pinch
170.800000,pinch
172.700000,pinch
174.360000,pinch
176.000000,pinch
177.400000,pinch
179.400000,pinch
181.000000,pinch
182.640000,pinch
184.360000,pinch
185.980000,pinch
187.660000,pinch
189.480000,pinch
191.200000,pinch
193.080000,pinch
194.700000,pinch
196.380000,pinch
198.160000,pinch
199.840000,pinch
201.400000,pinch
203.060000,pinch
208.720000,pinch
210.480000,pinch
212.100000,pinch
213.840000,pinch
215.520000,pinch
217.040000,pinch
218.860000,pinch
220.400000,pinch
