event_time_s,label
1.940000,pinch
3.980000,pinch
6.160000,pinch
8.780000,pinch
11.380000,pinch
13.840000,pinch
16.460000,pinch
18.960000,pinch
21.200000,pinch
23.520000,pinch
25.920000,pinch
28.320000,pinch
30.900000,pinch
33.160000,pinch
35.400000,pinch
37.760000,pinch
40.200000,pinch
42.600000,pinch
45.060000,pinch
47.680000,pinch
50.180000,pinch
53.200000,pinch
55.880000,pinch
58.580000,pinch
61.000000,pinch
63.400000,pinch
65.960000,pinch
68.440000,pinch
70.900000,pinch
73.280000,pinch
75.560000,pinch
78.180000,pinch
80.420000,pinch
82.840000,pinch
84.920000,pinch
87.220000,pinch
89.300000,pinch
91.700000,pinch
93.880000,pinch
