event_time_s,label
1.600000,pinch
3.620000,pinch
5.480000,pinch
7.380000,pinch
9.260000,pinch
11.480000,pinch
13.940000,pinch
16.200000,pinch
18.440000,pinch
20.600000,pinch
22.880000,pinch
24.920000,pinch
27.240000,pinch
29.420000,pinch
31.560000,pinch
34.000000,pinch
36.180000,pinch
38.200000,pinch
40.380000,pinch
42.520000,pinch
44.580000,pinch
46.580000,pinch
48.640000,pinch
50.960000,pinch
53.040000,pinch
55.400000,pinch
57.480000,pinch
59.300000,pinch
61.520000,pinch
63.380000,pinch
