event_time_s,label
2.220000,pinch
4.000000,pinch
6.120000,pinch
7.980000,pinch
10.140000,pinch
12.420000,pinch
14.480000,pinch
16.860000,pinch
18.620000,pinch
20.660000,pinch
22.760000,pinch
25.040000,pinch
27.300000,pinch
29.040000,pinch
31.020000,pinch
33.200000,pinch
35.040000,pinch
36.880000,pinch
38.700000,pinch
40.920000,pinch
43.160000,pinch
45.280000,pinch
47.280000,pinch
49.220000,pinch
51.260000,pinch
53.220000,pinch
55.280000,pinch
57.300000,pinch
59.320000,pinch
61.740000,pinch
