event_time_s,label
2.660000,pinch
4.980000,pinch
6.880000,pinch
8.760000,pinch
10.720000,pinch
12.360000,pinch
14.160000,pinch
16.020000,pinch
17.960000,pinch
19.920000,pinch
21.760000,pinch
23.760000,pinch
25.440000,pinch
27.540000,pinch
29.720000,pinch
31.860000,pinch
33.800000,pinch
35.540000,pinch
37.280000,pinch
39.220000,pinch
40.960000,pinch
42.880000,pinch
44.840000,pinch
46.980000,pinch
49.040000,pinch
51.080000,pinch
52.860000,pinch
54.840000,pinch
56.780000,pinch
58.800000,pinch
