event_time_s,label
2.040000,pinch
3.660000,pinch
5.280000,pinch
6.940000,pinch
8.240000,pinch
9.820000,pinch
11.740000,pinch
13.380000,pinch
15.080000,pinch
16.700000,pinch
18.560000,pinch
20.260000,pinch
21.640000,pinch
23.440000,pinch
25.120000,pinch
26.600000,pinch
28.320000,pinch
29.920000,pinch
31.700000,pinch
33.500000,pinch
35.520000,pinch
37.200000,pinch
38.880000,pinch
40.340000,pinch
42.100000,pinch
43.540000,pinch
45.140000,pinch
46.840000,pinch
48.680000,pinch
50.640000,pinch
52.320000,pinch
