event_time_s,label
1.540000,clench
3.240000,clench
5.000000,clench
6.560000,clench
8.240000,clench
9.920000,clench
12.040000,clench
13.740000,clench
15.640000,clench
17.640000,clench
19.420000,clench
21.340000,clench
23.540000,clench
25.620000,clench
27.620000,clench
29.540000,clench
31.560000,clench
33.620000,clench
35.760000,clench
37.960000,clench
40.080000,clench
42.020000,clench
44.300000,clench
46.440000,clench
48.680000,clench
50.740000,clench
52.860000,clench
54.820000,clench
56.960000,clench
58.780000,clench
