event_time_s,label
8.340000,clench
10.720000,clench
13.260000,clench
15.360000,clench
17.260000,clench
19.080000,clench
21.880000,clench
24.140000,clench
26.020000,clench
28.220000,clench
30.760000,clench
33.040000,clench
35.140000,clench
37.520000,clench
39.440000,clench
41.860000,clench
44.040000,clench
46.200000,clench
48.620000,clench
50.620000,clench
52.600000,clench
54.520000,clench
56.380000,clench
58.780000,clench
60.980000,clench
63.060000,clench
65.160000,clench
67.040000,clench
69.040000,clench
70.880000,clench
