event_time_s,label
1.780000,clench
3.300000,clench
4.780000,clench
6.360000,clench
7.820000,clench
9.360000,clench
10.960000,clench
12.820000,clench
14.440000,clench
16.220000,clench
17.840000,clench
19.600000,clench
21.560000,clench
23.300000,clench
25.000000,clench
26.820000,clench
28.540000,clench
30.260000,clench
32.200000,clench
34.220000,clench
36.120000,clench
37.860000,clench
39.660000,clench
41.420000,clench
43.360000,clench
45.440000,clench
47.500000,clench
49.480000,clench
51.540000,clench
54.040000,clench
