event_time_s,label
3.320000,clench
5.280000,clench
7.300000,clench
9.060000,clench
11.020000,clench
12.980000,clench
15.100000,clench
17.060000,clench
19.040000,clench
21.240000,clench
23.300000,clench
25.380000,clench
27.500000,clench
29.500000,clench
31.420000,clench
33.440000,clench
35.460000,clench
37.620000,clench
39.740000,clench
41.680000,clench
43.780000,clench
45.840000,clench
47.900000,clench
50.000000,clench
52.060000,clench
54.260000,clench
56.320000,clench
58.460000,clench
60.300000,clench
62.200000,clench
