event_time_s,label
2.660000,clench
4.340000,clench
6.080000,clench
8.040000,clench
9.940000,clench
11.900000,clench
13.700000,clench
15.600000,clench
17.440000,clench
19.340000,clench
21.220000,clench
22.880000,clench
24.880000,clench
26.840000,clench
28.480000,clench
30.240000,clench
32.060000,clench
33.920000,clench
35.720000,clench
37.740000,clench
39.780000,clench
41.760000,clench
43.880000,clench
46.140000,clench
48.100000,clench
50.060000,clench
52.040000,clench
54.140000,clench
56.220000,clench
58.220000,clench
60.140000,clench
