event_time_s,label
4.860000,clench
6.320000,clench
7.840000,clench
9.240000,clench
10.640000,clench
12.460000,clench
14.500000,clench
16.200000,clench
18.220000,clench
20.100000,clench
21.960000,clench
23.600000,clench
25.480000,clench
27.360000,clench
29.400000,clench
31.200000,clench
33.020000,clench
34.400000,clench
36.540000,clench
38.240000,clench
39.820000,clench
41.440000,clench
43.100000,clench
44.700000,clench
46.660000,clench
48.700000,clench
50.320000,clench
51.800000,clench
53.280000,clench
54.760000,clench
56.760000,clench
58.220000,clench
60.040000,clench
61.420000,clench
62.740000,clench
