event_time_s,label
1.920000,clench
3.560000,clench
5.260000,clench
6.840000,clench
8.520000,clench
10.300000,clench
12.180000,clench
13.980000,clench
15.940000,clench
17.780000,clench
19.480000,clench
21.720000,clench
24.180000,clench
26.180000,clench
28.240000,clench
30.200000,clench
31.980000,clench
33.760000,clench
35.720000,clench
37.400000,clench
39.180000,clench
41.040000,clench
43.200000,clench
45.140000,clench
47.000000,clench
49.000000,clench
50.920000,clench
53.000000,clench
54.760000,clench
56.620000,clench
