event_time_s,label
2.640000,clench
4.540000,clench
6.480000,clench
8.260000,clench
10.200000,clench
12.220000,clench
14.100000,clench
16.080000,clench
17.960000,clench
19.980000,clench
21.900000,clench
23.740000,clench
25.800000,clench
27.940000,clench
29.800000,clench
31.700000,clench
33.560000,clench
35.660000,clench
37.740000,clench
39.920000,clench
42.180000,clench
44.400000,clench
46.300000,clench
48.280000,clench
50.400000,clench
52.380000,clench
54.340000,clench
56.480000,clench
58.240000,clench
60.640000,clench
