event_time_s,label
1.920000,clench
3.860000,clench
5.860000,clench
7.760000,clench
9.680000,clench
11.560000,clench
13.340000,clench
15.100000,clench
16.860000,clench
18.540000,clench
20.320000,clench
22.060000,clench
23.920000,clench
25.760000,clench
27.960000,clench
30.080000,clench
32.080000,clench
34.100000,clench
36.020000,clench
38.360000,clench
40.740000,clench
42.880000,clench
45.260000,clench
47.460000,clench
49.360000,clench
51.340000,clench
53.240000,clench
55.200000,clench
57.120000,clench
59.360000,clench
