event_time_s,label
3.940000,clench
5.240000,clench
6.660000,clench
7.900000,clench
9.400000,clench
10.840000,clench
12.240000,clench
13.640000,clench
15.160000,clench
16.700000,clench
18.080000,clench
19.580000,clench
21.680000,clench
23.340000,clench
25.420000,clench
26.920000,clench
28.540000,clench
30.100000,clench
31.640000,clench
33.340000,clench
34.900000,clench
36.420000,clench
38.100000,clench
39.700000,clench
41.260000,clench
42.900000,clench
44.440000,clench
45.980000,clench
47.500000,clench
48.900000,clench
50.500000,clench
52.020000,clench
53.460000,clench
55.080000,clench
56.680000,clench
58.200000,clench
59.760000,clench
61.440000,clench
63.060000,clench
64.680000,clench
66.200000,clench
68.100000,clench
69.640000,clench
71.240000,clench
72.920000,clench
74.640000,clench
76.180000,clench
77.600000,clench
78.940000,clench
80.460000,clench
82.080000,clench
83.740000,clench
85.240000,clench
86.740000,clench
88.420000,clench
89.940000,clench
91.400000,clench
92.900000,clench
94.500000,clench
96.080000,clench
97.560000,clench
99.120000,clench
100.860000,clench
102.460000,clench
104.100000,clench
105.780000,clench
107.200000,clench
108.780000,clench
110.360000,clench
111.840000,clench
113.480000,clench
115.100000,clench
116.820000,clench
118.360000,clench
119.980000,clench
121.440000,clench
122.900000,clench
124.500000,clench
126.120000,clench
127.800000,clench
129.360000,clench
130.960000,clench
132.600000,clench
134.220000,clench
135.740000,clench
137.280000,clench
138.780000,clench
140.420000,clench
142.020000,clench
143.700000,clench
145.320000,clench
146.920000,clench
148.640000,clench
150.420000,clench
152.120000,clench
153.740000,clench
155.320000,clench
157.060000,clench
158.740000,clench
160.300000,clench
162.100000,clench
164.220000,clench
166.120000,clench
167.820000,clench
169.600000,clench
171.300000,clench
172.980000,clench
174.780000,clench
176.760000,clench
178.440000,clench
180.140000,clench
182.020000,clench
183.540000,clench
185.320000,clench
186.940000,clench
188.660000,clench
190.240000,clench
191.980000,clench
193.740000,clench
195.420000,clench
197.180000,clench
198.900000,clench
200.480000,clench
203.840000,clench
205.440000,clench
206.980000,clench
208.580000,clench
210.200000,clench
211.680000,clench
213.260000,clench
214.740000,clench
216.320000,clench
217.920000,clench
219.560000,clench
221.260000,clench
222.860000,clench
224.480000,clench
226.080000,clench
227.620000,clench
229.200000,clench
230.680000,clench
232.120000,clench
233.520000,clench
235.040000,clench
