event_time_s,label
2.060000,clench
4.180000,clench
6.300000,clench
8.260000,clench
10.160000,clench
12.120000,clench
14.300000,clench
16.320000,clench
18.340000,clench
20.400000,clench
22.640000,clench
24.700000,clench
27.260000,clench
29.440000,clench
31.960000,clench
34.380000,clench
37.000000,clench
39.520000,clench
41.740000,clench
43.920000,clench
46.160000,clench
48.280000,clench
50.760000,clench
53.140000,clench
55.080000,clench
57.260000,clench
59.220000,clench
61.260000,clench
63.440000,clench
65.640000,clench
