event_time_s,label
2.040000,clench
4.320000,clench
6.640000,clench
8.900000,clench
11.120000,clench
13.200000,clench
15.440000,clench
17.780000,clench
19.760000,clench
21.980000,clench
24.560000,clench
26.600000,clench
28.900000,clench
30.900000,clench
32.860000,clench
35.320000,clench
37.460000,clench
39.460000,clench
41.520000,clench
43.680000,clench
45.840000,clench
48.080000,clench
50.360000,clench
52.740000,clench
55.300000,clench
57.580000,clench
59.840000,clench
61.720000,clench
63.800000,clench
65.780000,clench
67.840000,clench
70.280000,clench
73.160000,clench
