event_time_s,label
2.140000,clench
3.740000,clench
5.540000,clench
7.300000,clench
9.140000,clench
10.920000,clench
12.700000,clench
14.660000,clench
16.400000,clench
18.200000,clench
20.080000,clench
22.060000,clench
23.900000,clench
25.660000,clench
27.600000,clench
29.620000,clench
31.700000,clench
33.660000,clench
35.460000,clench
37.460000,clench
39.540000,clench
41.460000,clench
43.820000,clench
45.900000,clench
48.100000,clench
50.200000,clench
52.260000,clench
54.460000,clench
56.280000,clench
58.440000,clench
