event_time_s,label
4.560000,clench
6.680000,clench
8.760000,clench
10.900000,clench
13.160000,clench
15.520000,clench
18.300000,clench
21.140000,clench
23.680000,clench
26.520000,clench
29.220000,clench
31.780000,clench
34.180000,clench
36.740000,clench
39.400000,clench
42.220000,clench
44.820000,clench
47.700000,clench
50.540000,clench
53.400000,clench
56.460000,clench
59.700000,clench
62.660000,clench
65.780000,clench
68.880000,clench
72.060000,clench
75.180000,clench
78.320000,clench
81.680000,clench
84.640000,clench
87.480000,clench
