event_time_s,label
2.220000,clench
3.980000,clench
5.900000,clench
7.880000,clench
9.640000,clench
11.440000,clench
13.220000,clench
15.120000,clench
17.040000,clench
18.660000,clench
20.300000,clench
22.280000,clench
24.020000,clench
25.760000,clench
27.600000,clench
29.420000,clench
31.220000,clench
32.960000,clench
34.680000,clench
36.660000,clench
38.180000,clench
39.740000,clench
41.720000,clench
43.340000,clench
45.040000,clench
46.580000,clench
48.180000,clench
49.960000,clench
51.680000,clench
