event_time_s,label
2.020000,clench
4.240000,clench
6.240000,clench
8.880000,clench
11.000000,clench
13.180000,clench
15.480000,clench
17.480000,clench
19.800000,clench
21.920000,clench
24.040000,clench
25.940000,clench
28.100000,clench
30.240000,clench
32.320000,clench
34.680000,clench
37.360000,clench
39.880000,clench
42.020000,clench
44.360000,clench
46.420000,clench
48.860000,clench
51.720000,clench
54.200000,clench
56.700000,clench
59.280000,clench
61.300000,clench
63.920000,clench
66.280000,clench
68.700000,clench
71.000000,clench
73.020000,clench
75.220000,clench
77.200000,clench
79.480000,clench
