event_time_s,label
2.120000,clench
4.300000,clench
6.660000,clench
8.860000,clench
10.980000,clench
13.160000,clench
16.020000,clench
18.340000,clench
20.780000,clench
23.020000,clench
25.580000,clench
28.540000,clench
31.520000,clench
34.100000,clench
36.820000,clench
40.060000,clench
42.780000,clench
45.460000,clench
48.920000,clench
51.580000,clench
54.340000,clench
57.180000,clench
59.920000,clench
62.180000,clench
65.000000,clench
67.440000,clench
70.700000,clench
73.880000,clench
76.760000,clench
79.700000,clench
82.520000,clench
85.300000,clench
87.920000,clench
90.740000,clench
93.260000,clench
95.920000,clench
98.580000,clench
