event_time_s,label
2.280000,clench
4.400000,clench
6.660000,clench
8.820000,clench
11.020000,clench
13.440000,clench
15.660000,clench
17.600000,clench
19.960000,clench
22.480000,clench
24.520000,clench
26.620000,clench
28.840000,clench
31.460000,clench
33.980000,clench
36.140000,clench
38.460000,clench
40.740000,clench
42.880000,clench
45.100000,clench
47.360000,clench
49.560000,clench
51.660000,clench
53.720000,clench
55.700000,clench
57.840000,clench
60.260000,clench
62.560000,clench
64.800000,clench
67.040000,clench
69.500000,clench
71.480000,clench
73.580000,clench
75.880000,clench
77.960000,clench
79.940000,clench
82.140000,clench
84.740000,clench
86.800000,clench
88.860000,clench
91.040000,clench
