event_time_s,label
2.160000,clench
4.040000,clench
6.020000,clench
7.800000,clench
9.680000,clench
11.380000,clench
13.260000,clench
15.100000,clench
17.300000,clench
19.320000,clench
21.420000,clench
23.020000,clench
24.880000,clench
26.740000,clench
28.880000,clench
30.920000,clench
32.940000,clench
34.880000,clench
36.920000,clench
38.820000,clench
40.640000,clench
42.460000,clench
44.440000,clench
46.320000,clench
48.300000,clench
50.180000,clench
52.180000,clench
54.020000,clench
56.060000,clench
58.280000,clench
