event_time_s,label
1.960000,clench
4.380000,clench
7.340000,clench
9.880000,clench
12.660000,clench
15.400000,clench
17.900000,clench
20.840000,clench
23.920000,clench
26.560000,clench
29.260000,clench
32.120000,clench
34.760000,clench
37.500000,clench
40.620000,clench
43.180000,clench
46.520000,clench
49.180000,clench
52.260000,clench
55.360000,clench
58.800000,clench
62.020000,clench
64.700000,clench
68.060000,clench
70.780000,clench
73.540000,clench
76.300000,clench
79.560000,clench
82.280000,clench
85.160000,clench
