event_time_s,label
2.060000,clench
3.820000,clench
6.600000,clench
8.920000,clench
11.140000,clench
13.360000,clench
15.560000,clench
17.680000,clench
19.720000,clench
21.680000,clench
23.760000,clench
25.600000,clench
27.640000,clench
29.580000,clench
31.540000,clench
33.560000,clench
35.560000,clench
37.640000,clench
39.760000,clench
42.300000,clench
44.400000,clench
46.400000,clench
48.460000,clench
50.620000,clench
52.980000,clench
55.000000,clench
57.160000,clench
59.440000,clench
61.700000,clench
64.440000,clench
