event_time_s,label
2.020000,clench
3.800000,clench
6.240000,clench
8.400000,clench
10.300000,clench
12.200000,clench
14.020000,clench
16.280000,clench
18.160000,clench
20.560000,clench
22.620000,clench
25.020000,clench
27.480000,clench
29.720000,clench
32.160000,clench
34.540000,clench
36.820000,clench
39.280000,clench
41.620000,clench
44.060000,clench
46.600000,clench
48.800000,clench
51.160000,clench
53.660000,clench
55.980000,clench
58.240000,clench
60.620000,clench
62.700000,clench
65.200000,clench
67.660000,clench
