event_time_s,label
2.040000,clench
3.860000,clench
5.800000,clench
7.720000,clench
9.680000,clench
11.660000,clench
13.700000,clench
15.600000,clench
17.820000,clench
19.960000,clench
22.020000,clench
24.180000,clench
26.100000,clench
28.180000,clench
30.140000,clench
32.280000,clench
34.460000,clench
36.640000,clench
38.780000,clench
40.860000,clench
43.100000,clench
45.260000,clench
47.480000,clench
49.520000,clench
51.400000,clench
53.400000,clench
55.500000,clench
57.700000,clench
59.940000,clench
62.380000,clench
