event_time_s,label
2.360000,clench
5.300000,clench
8.500000,clench
11.220000,clench
14.680000,clench
17.660000,clench
20.820000,clench
23.500000,clench
26.760000,clench
29.780000,clench
32.940000,clench
35.720000,clench
38.660000,clench
42.080000,clench
45.340000,clench
48.340000,clench
51.840000,clench
56.840000,clench
59.800000,clench
62.660000,clench
65.900000,clench
68.840000,clench
71.900000,clench
74.680000,clench
78.160000,clench
81.920000,clench
85.180000,clench
88.120000,clench
91.900000,clench
95.200000,clench
98.900000,clench
101.940000,clench
