event_time_s,label
2.520000,clench
4.140000,clench
6.220000,clench
8.260000,clench
10.360000,clench
12.520000,clench
14.700000,clench
16.700000,clench
18.660000,clench
20.740000,clench
22.840000,clench
24.920000,clench
26.980000,clench
29.280000,clench
31.180000,clench
33.240000,clench
35.280000,clench
37.360000,clench
39.640000,clench
41.780000,clench
44.080000,clench
46.200000,clench
48.120000,clench
50.180000,clench
52.300000,clench
54.260000,clench
56.400000,clench
58.320000,clench
60.160000,clench
61.940000,clench
