event_time_s,label
3.000000,clench
5.860000,clench
8.860000,clench
11.580000,clench
14.820000,clench
17.440000,clench
20.280000,clench
23.200000,clench
26.200000,clench
29.540000,clench
32.720000,clench
35.860000,clench
39.120000,clench
42.300000,clench
45.480000,clench
48.580000,clench
51.540000,clench
54.800000,clench
58.400000,clench
61.840000,clench
65.440000,clench
68.380000,clench
71.820000,clench
75.380000,clench
79.260000,clench
83.140000,clench
86.960000,clench
90.300000,clench
94.100000,clench
96.940000,clench
99.660000,clench
