event_time_s,label
2.420000,clench
5.260000,clench
8.160000,clench
11.180000,clench
13.980000,clench
17.120000,clench
19.780000,clench
22.540000,clench
25.900000,clench
28.860000,clench
32.320000,clench
34.920000,clench
38.380000,clench
41.300000,clench
44.760000,clench
48.140000,clench
51.080000,clench
54.280000,clench
57.040000,clench
59.660000,clench
62.500000,clench
65.600000,clench
68.320000,clench
71.240000,clench
73.640000,clench
76.240000,clench
78.760000,clench
81.280000,clench
83.900000,clench
