event_time_s,label
2.380000,clench
4.300000,clench
7.060000,clench
9.460000,clench
11.880000,clench
14.440000,clench
16.940000,clench
19.420000,clench
22.020000,clench
24.820000,clench
27.120000,clench
29.340000,clench
31.540000,clench
34.140000,clench
36.600000,clench
39.340000,clench
42.060000,clench
44.580000,clench
47.060000,clench
49.900000,clench
52.960000,clench
55.620000,clench
57.980000,clench
61.180000,clench
63.900000,clench
66.780000,clench
69.520000,clench
72.420000,clench
75.500000,clench
