event_time_s,label
3.700000,clench
5.740000,clench
8.600000,clench
11.460000,clench
13.820000,clench
16.520000,clench
19.060000,clench
21.700000,clench
24.300000,clench
26.940000,clench
29.480000,clench
32.120000,clench
34.840000,clench
37.460000,clench
40.200000,clench
42.720000,clench
45.780000,clench
48.200000,clench
50.740000,clench
53.340000,clench
56.320000,clench
59.140000,clench
61.740000,clench
64.500000,clench
67.080000,clench
69.940000,clench
72.560000,clench
75.380000,clench
78.340000,clench
80.820000,clench
