event_time_s,label
7.740000,clench
9.740000,clench
11.960000,clench
13.980000,clench
16.160000,clench
18.560000,clench
20.940000,clench
23.620000,clench
26.160000,clench
28.900000,clench
31.400000,clench
33.760000,clench
36.200000,clench
38.640000,clench
40.920000,clench
43.220000,clench
45.760000,clench
47.960000,clench
50.060000,clench
52.480000,clench
54.940000,clench
57.340000,clench
60.040000,clench
62.560000,clench
64.800000,clench
67.460000,clench
69.820000,clench
72.080000,clench
74.660000,clench
76.900000,clench
