event_time_s,label
2.300000,clench
3.840000,clench
5.400000,clench
7.340000,clench
9.200000,clench
11.100000,clench
13.380000,clench
15.260000,clench
17.100000,clench
19.040000,clench
20.900000,clench
22.940000,clench
24.680000,clench
26.380000,clench
28.360000,clench
30.200000,clench
31.860000,clench
33.540000,clench
35.440000,clench
37.100000,clench
39.080000,clench
40.840000,clench
42.620000,clench
44.480000,clench
46.240000,clench
48.000000,clench
49.720000,clench
51.560000,clench
53.160000,clench
54.760000,clench
