event_time_s,label
3.420000,clench
5.520000,clench
7.560000,clench
10.140000,clench
12.360000,clench
14.760000,clench
17.160000,clench
19.360000,clench
21.720000,clench
24.480000,clench
27.040000,clench
29.620000,clench
32.340000,clench
34.860000,clench
37.540000,clench
39.880000,clench
42.540000,clench
45.160000,clench
47.920000,clench
51.020000,clench
53.660000,clench
56.140000,clench
58.680000,clench
61.040000,clench
63.440000,clench
65.920000,clench
68.260000,clench
70.280000,clench
72.280000,clench
74.560000,clench
