event_time_s,label
1.840000,pinch
4.580000,pinch
6.920000,pinch
9.260000,pinch
11.560000,pinch
14.020000,pinch
16.400000,pinch
18.420000,pinch
20.780000,pinch
23.400000,pinch
25.920000,pinch
28.380000,pinch
30.620000,pinch
32.580000,pinch
35.080000,pinch
37.680000,pinch
40.200000,pinch
42.500000,pinch
45.000000,pinch
47.260000,pinch
49.380000,pinch
51.180000,pinch
53.760000,pinch
56.240000,pinch
58.860000,pinch
61.180000,pinch
63.360000,pinch
65.800000,pinch
68.260000,pinch
70.580000,pinch
73.080000,pinch
75.340000,pinch
77.820000,pinch
80.240000,pinch
82.800000,pinch
85.200000,pinch
87.800000,pinch
90.140000,pinch
92.920000,pinch
