event_time_s,label
2.380000,pinch
4.180000,pinch
6.220000,pinch
8.220000,pinch
10.320000,pinch
12.560000,pinch
14.540000,pinch
16.580000,pinch
18.580000,pinch
20.740000,pinch
22.920000,pinch
25.040000,pinch
27.040000,pinch
29.060000,pinch
31.420000,pinch
33.700000,pinch
35.940000,pinch
38.120000,pinch
40.280000,pinch
42.420000,pinch
44.480000,pinch
46.360000,pinch
48.540000,pinch
50.700000,pinch
53.180000,pinch
56.020000,pinch
58.400000,pinch
61.040000,pinch
63.280000,pinch
65.420000,pinch
67.480000,pinch
