event_time_s,label
2.020000,pinch
4.000000,pinch
6.200000,pinch
8.360000,pinch
10.780000,pinch
12.920000,pinch
15.140000,pinch
17.440000,pinch
20.120000,pinch
22.380000,pinch
25.020000,pinch
27.500000,pinch
30.280000,pinch
32.840000,pinch
35.400000,pinch
38.000000,pinch
40.360000,pinch
42.860000,pinch
45.500000,pinch
47.800000,pinch
50.000000,pinch
52.700000,pinch
55.160000,pinch
57.720000,pinch
60.300000,pinch
62.820000,pinch
65.320000,pinch
67.760000,pinch
70.320000,pinch
72.300000,pinch
74.280000,pinch
76.120000,pinch
