event_time_s,label
2.400000,pinch
4.320000,pinch
6.340000,pinch
8.420000,pinch
10.220000,pinch
12.120000,pinch
14.380000,pinch
16.380000,pinch
18.440000,pinch
20.620000,pinch
22.840000,pinch
25.080000,pinch
27.260000,pinch
29.360000,pinch
31.640000,pinch
33.880000,pinch
36.220000,pinch
38.420000,pinch
40.780000,pinch
43.080000,pinch
45.160000,pinch
47.320000,pinch
49.220000,pinch
50.920000,pinch
52.960000,pinch
55.000000,pinch
57.200000,pinch
59.120000,pinch
61.420000,pinch
63.480000,pinch
