event_time_s,label
3.160000,pinch
4.580000,pinch
6.320000,pinch
8.000000,pinch
9.340000,pinch
10.940000,pinch
12.520000,pinch
14.360000,pinch
16.160000,pinch
18.040000,pinch
19.900000,pinch
21.500000,pinch
23.060000,pinch
24.720000,pinch
26.420000,pinch
28.060000,pinch
29.920000,pinch
31.980000,pinch
33.780000,pinch
35.880000,pinch
37.620000,pinch
39.560000,pinch
41.360000,pinch
43.020000,pinch
45.000000,pinch
46.840000,pinch
48.440000,pinch
49.960000,pinch
51.660000,pinch
53.540000,pinch
55.620000,pinch
57.680000,pinch
59.400000,pinch
61.160000,pinch
62.900000,pinch
64.680000,pinch
66.420000,pinch
68.040000,pinch
69.620000,pinch
71.540000,pinch
