event_time_s,label
2.860000,pinch
5.280000,pinch
8.140000,pinch
11.180000,pinch
14.120000,pinch
16.900000,pinch
19.960000,pinch
23.040000,pinch
26.460000,pinch
28.680000,pinch
31.460000,pinch
34.100000,pinch
36.740000,pinch
39.500000,pinch
42.280000,pinch
45.180000,pinch
48.360000,pinch
51.000000,pinch
53.640000,pinch
56.280000,pinch
59.160000,pinch
62.180000,pinch
65.380000,pinch
68.500000,pinch
71.780000,pinch
74.120000,pinch
76.380000,pinch
78.860000,pinch
81.260000,pinch
83.580000,pinch
