event_time_s,label
2.580000,pinch
4.280000,pinch
6.180000,pinch
8.160000,pinch
9.940000,pinch
11.680000,pinch
13.460000,pinch
15.120000,pinch
16.760000,pinch
18.680000,pinch
20.400000,pinch
22.100000,pinch
23.880000,pinch
25.700000,pinch
27.440000,pinch
29.140000,pinch
31.000000,pinch
32.720000,pinch
34.220000,pinch
36.220000,pinch
38.120000,pinch
39.580000,pinch
41.360000,pinch
43.160000,pinch
45.080000,pinch
46.660000,pinch
48.620000,pinch
50.340000,pinch
52.420000,pinch
54.440000,pinch
56.480000,pinch
58.180000,pinch
