event_time_s,label
5.720000,pinch
7.340000,pinch
9.040000,pinch
10.420000,pinch
11.840000,pinch
13.340000,pinch
14.740000,pinch
16.120000,pinch
17.400000,pinch
18.640000,pinch
20.240000,pinch
23.160000,pinch
24.940000,pinch
26.540000,pinch
28.020000,pinch
29.480000,pinch
30.800000,pinch
32.160000,pinch
33.600000,pinch
34.840000,pinch
36.360000,pinch
38.100000,pinch
39.400000,pinch
40.980000,pinch
42.460000,pinch
43.800000,pinch
45.140000,pinch
46.540000,pinch
47.920000,pinch
49.380000,pinch
