event_time_s,label
7.180000,pinch
8.700000,pinch
10.240000,pinch
11.700000,pinch
13.060000,pinch
14.760000,pinch
16.240000,pinch
17.500000,pinch
19.100000,pinch
20.480000,pinch
21.820000,pinch
23.140000,pinch
24.480000,pinch
25.900000,pinch
27.100000,pinch
28.580000,pinch
29.660000,pinch
31.020000,pinch
32.320000,pinch
33.580000,pinch
34.780000,pinch
35.940000,pinch
37.120000,pinch
38.340000,pinch
39.820000,pinch
41.220000,pinch
42.300000,pinch
43.580000,pinch
44.820000,pinch
46.060000,pinch
47.280000,pinch
48.420000,pinch
49.720000,pinch
51.020000,pinch
52.580000,pinch
53.960000,pinch
55.120000,pinch
56.360000,pinch
57.500000,pinch
