event_time_s,label
5.060000,pinch
7.420000,pinch
9.600000,pinch
11.800000,pinch
14.200000,pinch
16.440000,pinch
18.940000,pinch
21.540000,pinch
23.860000,pinch
26.400000,pinch
28.720000,pinch
31.060000,pinch
33.560000,pinch
37.080000,pinch
40.000000,pinch
42.660000,pinch
45.780000,pinch
48.620000,pinch
50.880000,pinch
53.520000,pinch
55.940000,pinch
58.320000,pinch
60.600000,pinch
62.900000,pinch
65.280000,pinch
67.540000,pinch
69.980000,pinch
72.180000,pinch
74.360000,pinch
76.580000,pinch
78.940000,pinch
81.240000,pinch
83.360000,pinch
85.400000,pinch
87.560000,pinch
89.580000,pinch
91.560000,pinch
93.800000,pinch
95.920000,pinch
97.760000,pinch
100.020000,pinch
101.960000,pinch
