event_time_s,label
1.880000,pinch
3.380000,pinch
4.820000,pinch
6.200000,pinch
7.620000,pinch
9.000000,pinch
10.500000,pinch
12.140000,pinch
13.560000,pinch
15.120000,pinch
16.740000,pinch
18.380000,pinch
19.840000,pinch
21.600000,pinch
23.180000,pinch
24.820000,pinch
26.540000,pinch
28.140000,pinch
29.740000,pinch
31.560000,pinch
33.440000,pinch
35.040000,pinch
36.860000,pinch
38.380000,pinch
40.200000,pinch
42.020000,pinch
43.800000,pinch
45.620000,pinch
47.580000,pinch
49.500000,pinch
