event_time_s,label
2.040000,pinch
3.940000,pinch
5.860000,pinch
7.580000,pinch
9.700000,pinch
11.480000,pinch
13.420000,pinch
15.280000,pinch
16.940000,pinch
18.560000,pinch
20.320000,pinch
22.080000,pinch
23.940000,pinch
25.780000,pinch
27.620000,pinch
29.260000,pinch
31.040000,pinch
32.760000,pinch
34.660000,pinch
36.640000,pinch
38.900000,pinch
41.360000,pinch
43.380000,pinch
45.340000,pinch
47.500000,pinch
49.540000,pinch
51.500000,pinch
53.460000,pinch
55.820000,pinch
58.000000,pinch
