event_time_s,label
2.840000,pinch
4.640000,pinch
6.340000,pinch
8.040000,pinch
10.460000,pinch
12.880000,pinch
14.980000,pinch
17.120000,pinch
19.640000,pinch
21.700000,pinch
23.860000,pinch
26.140000,pinch
28.220000,pinch
30.440000,pinch
32.780000,pinch
35.160000,pinch
37.420000,pinch
39.680000,pinch
41.840000,pinch
43.940000,pinch
46.000000,pinch
48.080000,pinch
50.560000,pinch
53.000000,pinch
55.720000,pinch
57.880000,pinch
60.360000,pinch
62.580000,pinch
64.800000,pinch
67.540000,pinch
